Timestamp,NP Chiller High Level Status WCC_N_2_4_Motor FLA Loading,NP Chiller Hard-wired Status WCC_NP_2_4_FM_01_FR,NP Chiller High Level Status WCC_N_2_4_Running Hours,condensing_delta_t,chilled_delta_t,small_delta_t,NP WCC Power WCC_2_4_Power
2023-12-28 10:15:00,47.1,236.849,0,-3.3000000000000007,4.5,4.5,620.6177
2023-12-28 10:18:00,47.1,239.6774,0,-3.3000000000000007,4.5,4.5,619.2388
2023-12-28 10:21:00,47.4,241.522,0,-3.3000000000000007,4.5,4.600000000000001,619.4
2023-12-28 10:24:00,47.0,231.93,0,-3.3000000000000007,4.5,4.600000000000001,613.1768
2023-12-28 10:27:00,47.4,239.0625,0,-3.3000000000000007,4.5,4.600000000000001,621.1155
2023-12-28 10:30:00,47.4,236.849,0,-3.3000000000000007,4.5,4.600000000000001,616.6501
2023-12-28 10:33:00,47.1,242.8747,1,-3.299999999999997,4.5,4.5,616.8123
2023-12-28 10:36:00,47.1,240.2922,1,-3.299999999999997,4.4,4.5,614.3444
2023-12-28 10:39:00,46.9,239.1855,1,-3.299999999999997,4.300000000000001,4.5,599.7969
2023-12-28 10:42:00,47.1,244.1044,1,-3.1999999999999993,4.4,4.5,613.896
2023-12-28 10:45:00,47.4,249.6383,1,-3.3000000000000007,4.5,4.5,618.8391
2023-12-28 10:48:00,47.7,251.36,1,-3.3000000000000007,4.300000000000001,4.600000000000001,625.5555
2023-12-28 10:51:00,48.1,245.3342,1,-3.3000000000000007,4.4,4.599999999999998,631.3149
2023-12-28 10:54:00,48.5,257.8776,1,-3.3999999999999986,4.300000000000001,4.699999999999999,637.6559
2023-12-28 10:57:00,49.5,253.4505,1,-3.6999999999999993,4.4,5.0,647.5651
2023-12-28 11:00:00,48.5,247.4248,1,-3.3000000000000007,4.500000000000001,4.699999999999999,638.8416
2023-12-28 11:03:00,47.9,236.1111,1,-3.3999999999999986,4.6000000000000005,4.599999999999998,629.0287
2023-12-28 11:06:00,47.9,235.3732,1,-3.3000000000000007,4.500000000000001,4.5,632.2111
2023-12-28 11:09:00,47.9,238.5706,1,-3.3999999999999986,4.500000000000001,4.599999999999998,630.7858
2023-12-28 11:12:00,47.9,234.5125,1,-3.3000000000000007,4.500000000000001,4.600000000000001,626.781
2023-12-28 11:15:00,47.7,230.7002,1,-3.3999999999999986,4.500000000000001,4.599999999999998,573.9194
2023-12-28 11:18:00,48.1,235.6192,1,-3.3999999999999986,4.6000000000000005,4.599999999999998,625.9536
2023-12-28 11:21:00,47.8,240.0463,1,-3.200000000000003,4.4,4.5,621.8264
2023-12-28 11:24:00,47.9,242.7518,1,-3.3000000000000007,4.4,4.600000000000001,627.4258
